0,0.2316,0.6851,0.4022,0.13,0.7858,0.754,0.6478,0.8346
0.2316,0,0.5737,0.1474,0.671,0.3247,0.1468,0.3783,0.1216
0.6851,0.5737,0,0.4533,0.2729,0.4374,0.4741,0.4304,0.5897
0.4022,0.1474,0.4533,0,0.0634,0.2908,0.2811,0.1448,0.4758
0.13,0.671,0.2729,0.0634,0,0.5483,0.0736,0.5494,0.0136
0.7858,0.3247,0.4374,0.2908,0.5483,0,0.5656,0.8216,0.5606
0.754,0.1468,0.4741,0.2811,0.0736,0.5656,0,0.6448,0.7777
0.6478,0.3783,0.4304,0.1448,0.5494,0.8216,0.6448,0,0.4267
0.8346,0.1216,0.5897,0.4758,0.0136,0.5606,0.7777,0.4267,0
