0.11,0.608,0.5816,0.1992,0.794,0.9714,0.874,1,0.4042
0.608,0.11,0.9228,0.352,0.901,0.6302,0.5324,0.6508,0.429
0.5816,0.9228,0.11,0.4532,0.741,0.5062,0.4808,0.7164,0.3768
0.1992,0.352,0.4532,0.11,0.254,0.1748,0.2796,0.1538,0.2248
0.794,0.901,0.741,0.254,0.11,0.7688,0.5534,0.821,0.3044
0.9714,0.6302,0.5062,0.1748,0.7688,0.11,0.6958,0.9476,0.6734
0.874,0.5324,0.4808,0.2796,0.5534,0.6958,0.11,0.8464,0.1332
1,0.6508,0.7164,0.1538,0.821,0.9476,0.8464,0.11,0.3278
0.4042,0.429,0.3768,0.2248,0.3044,0.6734,0.1332,0.3278,0.11
