-3.0077311	-0.1569095	1.1062313	-3.6443699	5.1250891	0.6044411	-0.2177809	-1.3206762	0.1027298	0.8844576	0.9961611	-0.7185367	-0.3691896	-4.6748561	-5.1324737	4.3864106	4.7248924	-0.5069317	-0.9256858	-3.0906844	0.0041392	0.1695034	-1.2768103	4.9192199	-2.9596692	0.2359688	-4.2615023	2.1445547	-0.5116009	5.8713504
-1.0983759	0.0022094	0.5764686	2.1019931	3.0743575	-1.7203945	-2.4803106	-0.3678101	0.2799110	4.4504993
1.5446186	-1.1858885	-1.8149588	-3.7323826	1.4253477	1.7455636	3.5895288	-0.3004896	-1.0199730	-2.9310666
0.4444709	0.6082208	0.6468550	-2.8556054	-2.8817534	-2.5488997	-0.4939168	-0.0534824	-0.4913303	0.0986018
0.5033289	1.4193426	1.8129747	4.4411123	-3.9796234	1.2387689	-0.7853233	0.6517017	0.5923008	3.5679519
1.3304166	0.2062289	0.0456092	4.2970359	1.1776107	2.7419014	-3.0164149	1.6668518	2.8381865	1.8389018
-1.8815755	-0.0350217	0.3360401	-1.6479820	3.6463862	-1.7023002	0.4663954	0.1958098	1.2222839	0.0863499
0.2120014	1.6838547	0.5311037	-3.0915708	-1.1224213	0.9405163	2.2620043	-1.2575770	-1.8031991	-3.8397795
-0.2079079	0.9341073	-0.1541661	1.2012313	-1.1294733	0.5683120	0.8366172	0.3292371	0.9190593	1.1159822
0.1687516	-0.2072827	-0.0869844	1.4888601	-0.1918577	-0.9887215	-1.7712460	0.2261574	1.2708407	-0.3938289
0.1990343	-0.4800668	-0.7820011	-0.0998994	0.2324949	-0.8780001	1.9440612	1.0991288	-0.8757590	-0.9986987
-1.3285697	-0.8315029	-2.3358884	-1.5416598	2.0544209	-2.0311868	1.7412563	-1.0447812	0.2223111	-0.9770917
-1.4388777	0.8905777	-0.2114167	-5.3331441	-0.0500615	0.0138322	0.0455072	-2.9288914	-3.3693413	1.3619652
-2.0645750	-0.5557201	-0.0228721	0.0893274	-3.9646393	0.0973752	-0.3861276	-1.9796576	-2.0102178	-1.3806499
-0.4454530	-0.2574359	-2.0445536	3.7792549	-0.9308365	-0.3777748	-3.8291754	-2.0223489	-0.0537969	5.5960566
-1.8506728	0.0107710	-0.6375254	-2.1639513	5.0510115	-1.9890673	-1.3676465	-1.7507831	-3.1547385	-0.7196238
-0.5895406	0.4093765	-1.0132599	-3.3997132	-2.1647488	2.6017889	3.7101222	-0.9836891	-3.0934077	-4.4016308
