-1.7133462	-0.8709625	0.8205466	-0.1488466	-1.1422440	0.0765980	-4.3904489	-2.6451081	-2.0112419	2.4498778
0.3869915	0.9045575	-0.2771055	1.7120312	-1.0538967	1.3594969	1.0455214	-0.5875562	-0.5323384	1.0535583
-2.4117112	-0.1104627	-1.7379527	2.7838556	1.0080224	-0.4897965	-1.0583494	-0.4477942	-0.5508664	0.6682798
-0.0513609	0.5736840	1.2848816	-0.2011581	3.3398343	1.6030857	0.2600589	-4.9506469	-3.5698718	0.8239055
0.4567051	-2.0323201	-0.0145482	-0.1853687	0.2432632	1.4183690	3.1567215	1.4461925	-0.0446836	-3.4508674
2.4039635	0.2069238	0.2918451	-0.6416388	1.8465037	-2.2213409	0.2538001	1.6522294	1.0979157	-0.4740254
0.5820083	-0.6677138	-0.2245983	-0.7103099	-1.1358285	-2.4422479	0.8525014	0.3963376	4.7533023	-1.6963506
1.9845937	0.7310728	0.1137320	0.0735913	-0.3802965	-2.5623619	-1.5422372	0.3836492	0.9891929	1.0660481
-2.2363999	-1.9710931	1.0348149	1.3260335	0.0833136	-1.1496578	0.2887990	3.3610202	1.3224744	0.5545870
2.8839712	0.5718703	2.2024708	0.4390203	1.1401670	1.8372245	-1.4382403	-0.2978564	0.2125188	-1.3673271
1.9461239	-0.9643773	-1.6389074	0.0856436	-1.0237021	0.5697941	1.9750865	5.1645995	5.8827129	-3.1717954
-0.5276952	0.8257762	0.4387692	-1.9560502	2.3162796	-1.9940766	-2.3640760	0.4587940	0.5465916	3.4954780
-0.2255878	0.3109017	-0.5318418	-2.6267639	-2.5377572	2.0878070	1.7543416	1.5164747	2.1981260	-2.5435547
-3.0958335	-0.2282238	2.0477173	2.4601292	-1.0312484	-0.1903387	-3.0504229	0.0942490	-1.3794000	3.6007343
0.5660506	0.0237193	0.8736393	2.3495782	0.6778996	4.6868777	-1.0455987	0.3441627	-0.3190490	-0.3253860
-0.1986536	0.0195065	0.1153653	0.9028101	0.8949257	-0.9739901	0.2828523	0.6856992	1.5180743	-1.9110008
0.7686269	0.0438679	0.4968736	0.7352405	0.4400567	0.7458191	-0.6376380	-1.9230463	0.0233790	-0.8548535
0.2175926	-1.4989751	-1.1910941	-0.6847949	0.6732474	-0.4296098	1.1463079	1.2019770	2.2508492	0.1541346
0.8913742	0.3239587	-1.2246780	-2.3676741	-0.6214593	-2.2606695	0.0473981	-2.9489042	-2.2299844	1.1076241
-1.1706169	0.3767958	0.3765798	-0.0249912	0.7284640	-2.1975551	-0.7630984	-1.8044501	-0.0525190	2.6397503
-0.3398093	-0.9518270	0.1267044	0.1583394	-1.0695525	1.7516662	0.7033611	-1.3250992	-1.8457380	-1.0961793
-0.0697675	0.4007140	0.2523034	2.0482247	0.2623708	0.4543627	-0.2820138	1.1504274	0.1019338	2.7804335
0.2423487	1.9254984	0.0157413	0.4891232	0.9557107	1.3269941	0.4395629	-0.5873296	1.4035588	-0.7164159
-3.7758640	-0.7897789	-1.1302695	-0.3053398	-0.3311148	0.1082432	0.7726418	-0.7687037	0.7528321	-1.0112758
-0.4508564	0.3272434	-2.4204467	0.6114965	-0.0320529	1.0560080	-0.6080647	-4.3626298	-3.9604555	0.0831653
0.2171416	1.9715784	-0.8589498	-2.3601503	4.6101678	-2.2784752	1.1724492	-2.5058906	-1.5352540	3.8866591
-1.7553864	-0.1312252	-0.3791745	-4.7262048	-1.0183211	-0.8010174	3.5179100	-1.9452746	-0.1710065	-0.9521555
-0.3356211	1.1848424	-0.3394533	0.9703894	-3.8059221	0.8871980	-2.2485167	-2.2690284	-0.9372383	0.6587250
-1.6950740	-0.0492248	0.3793137	2.1787383	1.5124110	0.1589790	-4.7651566	1.0399878	-1.6065753	2.7023445
2.4485808	-0.6813108	1.3631501	-0.5267632	1.7995590	0.8353494	2.0492572	-1.0711903	-1.7611123	-0.4627163
2.0256479	1.0184205	-0.1458034	-1.7571996	-1.6811233	0.9177605	1.5800512	2.3899644	4.9413463	-3.7537853
