-4.48	-4.48	-11.7	-0.84	-4.18	-11.7	-0.56
-3.96	-3.96	-6.14	-1.34	-3.61	-7.98	-1.34
-3.485	-3.485	-7.855	-0.235	-0.465	-7.205	-0.695
-4.13	-4.13	-4.76	-1.04	-3.38	-4.82	-2.07
-3.06	-3.06	-6.33	-2.13	-4.65	-7.54	-1.56
-4.385	-4.385	-7.655	-1.275	-1.115	-7.795	-0.615
-6.325	-6.325	-4.425	-0.125	-0.055	-1.735	-0.895
-5.285	-5.285	-8.275	-1.675	-0.495	-12.405	-1.525
-3.46	-3.46	-5.47	-0.33	-2.25	-10.98	-0.73
-3.485	-3.485	-5.885	-1.595	-2.355	-6.375	-0.825
-5.66	-5.66	-11.81	-1.43	-1.72	-7.68	-1.08
-4.36	-4.36	-8.64	-2.09	-2.04	-12.63	-1.74
-6.005	-6.005	-4.875	-0.795	-0.825	-2.025	-0.845
-4.745	-4.745	-5.615	-4.955	-6.175	-13.585	-3.545
-5.365	-5.365	-5.975	-5.295	-9.025	-13.295	-4.235
-4.925	-4.925	-5.165	-4.985	-7.165	-8.325	-3.815
-5.205	-5.205	-6.175	-4.605	-6.185	-12.815	-3.735
-5.335	-5.335	-6.345	-6.055	-6.015	-8.535	-4.145
-5.19	-5.19	-5.72	-5.17	-6.01	-9.28	-3.63
-5.225	-5.225	-7.645	-6.305	-7.565	-11.585	-4.555
-6.475	-6.475	-9.625	-6.525	-4.915	-12.595	-5.465
-7.33	-7.33	-11.58	-6.45	-6.31	-9.71	-4.43
-5.88	-5.88	-8	-7.02	-5.77	-14.75	-4.84
-5.255	-5.255	-9.075	-5.635	-6.795	-9.505	-4.525
-6.66	-6.66	-13.64	-5.86	-3.62	-14.24	-5.64
-6.975	-6.975	-7.165	-6.815	-9.355	-11.305	-5.925
-6.04	-6.04	-7.47	-6.19	-6.55	-10.95	-4.72
-6.255	-6.255	-6.495	-6.645	-10.515	-14.815	-5.265
-5.115	-5.115	-9.975	-5.435	-9.075	-13.215	-6.115
-4.745	-4.745	-7.755	-5.285	-11.945	-12.465	-4.585
-5.575	-5.575	-9.765	-6.505	-5.825	-12.295	-5.095
-6.305	-6.305	-6.645	-7.255	-6.765	-11.895	-4.255
-4.65	-4.65	-7	-4.5	-6.92	-14.44	-3.95
-4.77	-4.77	-6.19	-4.17	-11.58	-9.7	-4.22
-5.13	-5.13	-11.04	-4.75	-7.75	-13.63	-5.86
-4.375	-4.375	-7.455	-5.185	-9.405	-10.345	-3.585
-4.645	-4.645	-7.315	-4.485	-6.915	-9.135	-4.365
-5.775	-5.775	-8.265	-4.035	-9.545	-9.345	-4.175
-4.335	-4.335	-12.325	-5.185	-6.425	-9.925	-5.455
-4.425	-4.425	-10.365	-5.875	-9.525	-11.385	-6.185
-4.56	-4.56	-5.96	-6.21	-6.5	-13.82	-3.74
-4.815	-4.815	-5.135	-5.075	-4.915	-9.855	-3.695
-5.065	-5.065	-5.945	-5.995	-12.895	-10.435	-4.985
-6.695	-6.695	-11.945	-5.775	-10.685	-10.495	-6.595
-5.695	-5.695	-8.805	-5.565	-7.255	-9.975	-6.435
-4.87	-4.87	-5.36	-4.91	-6.21	-10.72	-4.15
-5.75	-5.75	-7.12	-5.49	-13.41	-8.8	-6.4
-5.52	-5.52	-6.93	-5.17	-7.99	-13.5	-5.44
-5.51	-5.51	-6.79	-6.12	-5.97	-14.23	-4.34
-5.385	-5.385	-12.605	-5.785	-5.385	-10.145	-4.725
-5.375	-5.375	-6.415	-6.395	-7.935	-7.735	-4.925
-4.515	-4.515	-7.315	-5.495	-4.675	-13.825	-3.835
-5.605	-5.605	-6.835	-5.725	-14.035	-7.595	-4.995
-4.675	-4.675	-6.505	-6.615	-8.175	-9.705	-4.005
-5.305	-5.305	-8.005	-5.875	-4.605	-13.295	-3.785
-5.4	-5.4	-8.76	-6.53	-8.13	-9.26	-6.14
-4.76	-4.76	-8.87	-5.84	-5.54	-8.79	-6.36
-5.11	-5.11	-8.29	-6.24	-13.77	-13.77	-6.97
-5.215	-5.215	-11.615	-6.895	-7.815	-10.345	-5.875
-5.5	-5.5	-13.93	-6.25	-7.87	-13.93	-5.17
-6.2775	-6.2775	-7.1625	-4.4575	-5.2025	-11.9925	-4.1775
-5.415	-5.415	-6.795	-4.69	-6.53	-11.52	-4.41
-5.625	-5.625	-10.06	-5.145	-5.56	-14.315	-4.32
-4.8975	-4.8975	-11.0225	-3.5175	-4.0475	-12.5725	-3.8975
-5.6825	-5.6825	-7.4825	-5.5475	-4.6625	0	-4.1525
-5.2975	-5.2975	-6.0025	-4.4625	-7.0625	-13.6125	-4.2425
-5.285	-5.285	-8.695	-5.38	-7.73	-13.105	-4.225
-5.06	-5.06	-9.175	-5.035	-6.905	-11.265	-5.205
-5.2025	-5.2025	-6.9875	-4.8175	-13.4025	-9.5575	-4.7775
-5.395	-5.395	-7.58	-4.46	-5.43	-9.515	-5.08
-5.32	-5.32	-6.48	-5.46	-6.95	-11.855	-5.485
-5.2175	-5.2175	-6.9625	-4.5625	-7.4575	-13.0175	-5.9775
-5.69	-5.69	-8.305	-4.035	-8.965	-12.9	-6.565
-12.3	-12.3	-6.81	-2.2	-1.81	-1.68	-2.96
-8.495	-8.495	-7.745	-2.475	-2.035	-2.135	-3.035
-7.76	-7.76	-8.36	-2.72	-4.35	-2.4	-3.46
-7.71	-7.71	-13.18	-2.74	-2.88	-3.86	-2.97
-8.26	-8.26	-6.49	-2.67	-2.09	-2.57	-3.92
-6.61	-6.61	-13.01	-3.2	-6.66	-6.91	-2.5
-7.48	-7.48	-9.04	-2.85	-6.66	-4.93	-3.4
-13.405	-13.405	-8.195	-3.845	-2.945	-3.405	-3.295
-7.42	-7.42	-7.61	-4.04	-4.17	-3.86	-4.06
-7.45	-7.45	-8.88	-4.62	-6.66	-5.03	-3.26
-7.23	-7.23	-8.5	-4.54	-3.15	-2.37	-4.01
-9.255	-9.255	-12.535	-3.675	-6.345	-3.075	-3.885
-7.05	-7.05	-8.92	-3.48	-3.91	-3.96	-2.21
-7.625	-7.625	-10.235	-4.135	-4.575	-2.915	-4.235
-9.12	-9.12	-8.06	-5.43	-3.88	-4.08	-4.1
-9.96	-9.96	-9.42	-5.54	-5.29	-3.97	-4.89
-8.96	-8.96	-10.42	-5.3	-3.08	-4.09	-4.29
-11.6	-11.6	-8.51	-4.88	-4.47	-4.34	-4.01
-8.365	-8.365	-8.545	-4.845	-5.385	-5.055	-5.115
-7.795	-7.795	-7.765	-4.725	-3.515	-3.725	-3.835
-9.92	-9.92	-9.38	-5.01	-3.3	-4.15	-3.87
-9.28	-9.28	-10.68	-5.53	-3.91	-6.4	-4.64
-7.905	-7.905	-8.565	-5.745	-4.475	-3.505	-4.475
-10.6	-10.6	-11.99	-5.73	-4.72	-4.53	-4.27
-10.565	-10.565	-10.185	-5.555	-4.375	-3.465	-4.675
-8.39	-8.39	-13.67	-3.5	-3.2	-3.13	-4.29
-8.61	-8.61	-11.11	-3.67	-6.98	-13.33	-3.81
-6.775	-6.775	-11.255	-3.725	-6.205	-6.055	-3.155
-8.135	-8.135	-9.885	-3.155	-2.395	-2.775	-5.265
-7.19	-7.19	-10.98	-3.08	-2.65	-3.35	-5.34
-7.8	-7.8	-9.57	-4.53	-4.14	-8.31	-4.41
-9.265	-9.265	-11.615	-3.785	-3.235	-2.895	-4.335
-9.145	-9.145	-8.715	-3.615	-9.775	-5.495	-2.815
-9.18	-9.18	-11.4	-4.14	-3.91	-3.42	-4.99
-7.675	-7.675	-9.275	-3.985	-7.095	-7.845	-3.975
-8.525	-8.525	-10.915	-3.525	-3.055	-2.595	-4.465
-8.115	-8.115	-10.875	-4.095	-3.655	-2.315	-5.025
-11.025	-11.025	-6.545	-3.785	-8.525	-3.645	-4.755
-13.09	-13.09	-8.93	-3.12	-6.05	-8.28	-4.57
-7.875	-7.875	-12.615	-5.595	-7.305	-7.645	-4.695
-7.455	-7.455	-12.915	-4.285	-5.195	-1.685	-5.695
-8.715	-8.715	-8.245	-4.725	-3.995	-3.595	-4.045
-8.05	-8.05	-6.07	-2.025	-2.2	-1.945	-3.01
-5.8775	-5.8775	-7.3375	-3.4275	-5.0875	-2.3175	-4.1775
-4.83	-4.83	-7.145	-2.135	-3.18	-3.095	-3.29
-4.5925	-4.5925	-8.3775	-2.4725	-4.0425	-3.4625	-4.8775
-5.965	-5.965	-7.72	-2.835	-6.035	-2.8	-5.2
-5.4675	-5.4675	-7.9775	-3.4075	-5.7475	-4.5625	-4.7575
-5.9475	-5.9475	-12.2925	-2.5125	-3.3025	-2.7925	-5.4875
-5.7475	-5.7475	-11.1325	-3.7075	-3.6175	-2.7025	-4.5125
