-4.805	-4.805	-6.855	-2.325	-3.465	-9.895	-1.355
-4.845	-4.845	-6.915	-2.365	-2.685	-7.985	-1.645
-5.625	-5.625	-6.495	-1.635	-4.785	-7.045	-1.365
-3.465	-3.465	-5.395	-0.775	-0.815	-8.885	-0.865
-4.11	-4.11	-4.97	-1.89	-4.93	-7.53	-1
-3.985	-3.985	-5.615	-0.695	-2.365	-11.815	-0.825
-3.285	-3.285	-6.135	-1.135	-5.455	-5.985	-0.445
-3.425	-3.425	-5.665	-1.335	-2.435	-6.685	-1.135
-3.135	-3.135	-5.715	-1.205	-2.235	-11.715	-0.305
-5.81	-5.81	-8.17	-1.13	-1.09	-12.36	-0.44
-3.835	-3.835	-6.545	-1.495	-4.435	-7.225	-0.915
-4.83	-4.83	-6.91	-1.43	-2.99	-10.15	-0.77
-4.17	-4.17	-6.42	-1.72	-4	-12.66	-1.12
-3.8	-3.8	-7.85	-1.8	-3.23	-13.17	-1.52
-6.68	-6.68	-5.37	-1.53	-3.78	-5.34	-1.27
-3.185	-3.185	-6.555	-0.795	-4.175	-11.835	-0.555
-5.04	-5.04	-9.76	-3.16	-6.05	-11.37	-2.14
-4.045	-4.045	-7.505	-2.455	-3.085	-7.415	-1.165
-4.39	-4.39	-11.74	-1.86	-0.7	-11.74	-1.74
-4.45	-4.45	-9.54	-2.58	-5.84	-12.56	-1.48
-3.505	-3.505	-7.325	-1.215	-1.125	-12.145	-0.225
-5.57	-5.57	-6.72	-2.1	-2.35	-11.27	-2.55
-5.575	-5.575	-5.655	-0.315	-0.245	-5.495	-0.005
-3.72	-3.72	-6.09	-0.25	-2.05	-11.21	-0.14
-4.35	-4.35	-5.35	-0.53	-2.96	-5.95	-1.64
-4.6	-4.6	-6.31	-0.66	-1.61	-6.98	0.1
-4.615	-4.615	-6.635	-0.875	-1.275	-6.445	0.105
-3.95	-3.95	-12.49	-1.73	-3.47	-7.16	-1.09
-6.69	-6.69	-6.9	-1.82	-2.91	-7.69	-2.15
-4.155	-4.155	-7.765	-1.715	-1.675	-8.035	-1.395
-5.275	-5.275	-9.285	-2.005	-3.855	-12.465	-1.635
-2.925	-2.925	-8.155	-0.615	-0.465	-8.835	0.165
-3.88	-3.88	-10.42	-0.46	-5.61	-5.63	1.04
-3.085	-3.085	-10.795	-0.905	-2.255	-10.795	-0.545
-2.345	-2.345	-10.785	-0.635	-1.695	-5.825	-0.065
-3.555	-3.555	-10.135	-0.325	-2.985	-9.135	0.325
-3.37	-3.37	-10.84	-0.55	-4.18	-7.04	0.48
-3.445	-3.445	-7.735	-1.315	-8.725	-11.655	-0.415
-3.24	-3.24	-10.63	-0.91	-2.07	-7.8	-0.32
-2.555	-2.555	-7.505	-0.455	-2.715	-6.525	0.755
-3.22	-3.22	-6.19	-1.15	-4.07	-9.39	0.07
-2.585	-2.585	-10.345	-0.265	-0.965	-10.345	0.945
-2.815	-2.815	-9.365	-0.635	-4.345	-7.615	0.335
-2.555	-2.555	-7.105	-0.965	-3.255	-10.985	-0.745
-3.495	-3.495	-9.775	-1.295	-6.185	-11.075	-0.455
-3.43	-3.43	-6.08	-0.38	-1.88	-8.18	0.42
-2.2	-2.2	-9.61	-0.57	-0.74	-10.91	0.32
-5.245	-5.245	-11.795	-2.015	-6.285	-7.105	-0.705
-3.605	-3.605	-6.795	-0.905	-1.935	-11.585	-0.835
-3.02	-3.02	-6.56	0.3	-6.35	-5.59	0.9
-4.36	-4.36	-7.86	-0.11	-6.07	-9.07	0.28
-5.49	-5.49	-9.9	-0.58	-2.93	-11.09	-0.19
-5.795	-5.795	-12.475	-1.115	-8.045	-12.475	-1.245
-8.31	-8.31	-6.55	-1.08	-6.19	-12.26	-1.44
-3.11	-3.11	-7.69	-0.3	-4.32	-11.2	-0.67
-6.04	-6.04	-6.41	-2.08	-6.13	-8.12	-1.48
-4.645	-4.645	-7.145	-0.565	-5.525	-11.355	-1.005
-4.985	-4.985	-6.975	-0.755	-7.115	-11.675	-1.045
-4.71	-4.71	-6.78	-0.7	-5.77	-7.57	-0.56
-5.03	-5.03	-9.51	-0.69	-4.09	-6.13	-0.76
-4.6	-4.6	-7.83	-0.82	-3.72	-11.73	-0.79
-4.52	-4.52	-6.81	-0.31	-4.58	-7.22	-1.03
