-1.81	-2.87	-5.6	-9.69	-6
-2.035	-3.455	-4.815	-12.565	-12.565
-4.35	-3	-13.26	-7.6	-5.48
-2.88	-3.86	-8.75	-7.69	-6.62
-2.09	-5.95	-3.56	-12.9	-6.89
-6.66	-3.51	-13.01	-3.85	-0.69
-6.66	-2.37	-12.46	-4.34	-2.76
-2.945	-2.385	-8.045	-7.655	-10.515
-4.17	-3	-6.96	-6.58	-12.92
-6.66	-2.96	-13.77	-5.46	-3.75
-3.15	-5.54	-4.23	-10.64	-8.02
-6.345	-2.355	-12.535	-6.935	-6.275
-3.91	-3.37	-12.59	-4.7	-2.59
-4.575	-3.385	-13.255	-9.785	-13.255
-3.88	-4.17	-6.15	-6.8	-7.74
-5.29	-9.27	-10.18	-11.34	-13.46
-3.08	-4.87	-10.69	-5.73	-13.78
-4.47	-4.4	-9.19	-7.45	-5.03
-5.385	-6.055	-7.325	-8.195	-13.215
-3.515	-4.105	-4.445	-14.095	-14.095
-3.3	-6.77	-4.27	-8.08	-5.73
-3.91	-4.9	-8.2	-7.02	-8.08
-4.475	-4.115	-6.415	-14.105	-7.185
-4.72	-4.96	-5.47	-10.82	-7.01
-4.375	-3.745	-6.615	-8.305	-14.335
-3.2	-4.61	-10.03	-9.1	-8.12
-6.98	-2.88	-13.33	-7.03	-4.33
-6.205	-3.975	-13.115	-7.515	-3.465
-2.395	-4.075	-8.145	-8.485	-13.625
-2.65	-3.83	-5.59	-13.56	-13.56
-4.14	-3.51	-11.25	-8.9	-13.72
-3.235	-2.885	-9.155	-7.105	-7.575
-9.775	-3.415	-13.495	-5.085	-2.605
-3.91	-5.34	-9.41	-10.26	-9.04
-7.095	-2.685	-9.415	-8.235	-6.205
-3.055	-4.755	-5.925	-11.525	-9.875
-3.655	-4.035	-11.085	-13.555	-8.475
-8.525	-3.245	-13.315	-8.505	-8.515
-6.05	-3.55	-6.26	-12.19	-4.99
-7.305	-3.655	-12.615	-8.175	-8.045
-5.195	-4.715	-4.625	-12.915	-6.425
-3.995	-3.915	-6.735	-13.755	-9.705
-2.2	-2.69	-7.095	-8.55	-5.79
-5.0875	-4.7625	-8.2425	-8.1275	-12.2975
-3.18	-2.945	-11.715	-9.095	-5.845
-4.0425	-5.9175	-7.0725	-12.0575	-7.0775
-6.035	-3.07	-8.11	-8.81	-5.96
-5.7475	-6.7975	-12.2075	-7.4125	-4.0425
-3.3025	-7.4475	-6.2275	-12.2925	-12.2925
-3.6175	-5.7025	-4.9075	-12.0825	-6.4725
-9.78	-4	-12.97	-3.86	-0.03
-12.545	-3.355	-12.545	-5.175	0.175
-10.51	-2.48	-12.78	-3.89	0.43
-10.48	-2.8	-12.16	-4.45	0.25
-12.375	-3.665	-12.375	-5.855	-0.065
-8.085	-3.655	-12.285	-4.655	0.065
-7.71	-3.87	-11.51	-7.78	1.35
-8.275	-2.865	-12.535	-5.295	-0.685
-10.16	-4.07	-12.98	-4.9	-0.47
-7.935	-4.735	-13.565	-5.495	-0.345
-8.18	-3.4	-12.28	-5.66	-0.83
-9.045	-3.465	-13.215	-6.315	-0.755
-8.895	-3.975	-13.395	-6.325	-2.875
-7.16	-3.62	-12.57	-6.43	-1.16
-8.32	-5.53	-9.96	-4.06	-0.51
-8.665	-3.795	-13.085	-5.195	-0.805
-8.84	-2.9	-12.07	-4.66	-0.12
-8.32	-4.53	-11.1	-4.35	-0.72
-7.435	-4.245	-13.035	-4.935	-0.535
-8.17	-3.57	-13.02	-5.99	-2.5
-13.12	-4.01	-13.12	-4.56	-0.58
-7.765	-4.135	-13.755	-5.765	-1.425
-8.17	-3.51	-12.73	-6.04	-1.11
-13.13	-5.53	-13.13	-6.7	-0.85
-7.635	-3.585	-12.275	-5.335	-1.185
-6.13	-5.22	-12.1	-4.72	-1.1
-11.07	-3.72	-12.64	-5.29	-0.84
-7.76	-3.38	-12.12	-5.18	-0.84
-8.595	-4.705	-12.275	-5.395	-0.455
-7.66	-2.75	-12.42	-3.92	0.01
-10.075	-3.975	-12.705	-4.755	0.005
-9.185	-4.365	-9.185	-4.365	-1.145
-11.765	-3.785	-11.765	-4.515	-0.335
-9.005	-3.625	-11.825	-4.415	-0.135
-7.49	-3.94	-11.92	-4.8	0.33
-11.86	-3.15	-11.86	-4.05	-1.61
-11.88	-2.84	-11.88	-4.03	-0.18
-10.85	-4.56	-11.94	-4.36	0.07
-2.35	-11.46	-3.05	-11.46	-6.92
-2.78	-12.12	-4.22	-12.12	-5.78
-2.63	-11.75	-2.9	-6.58	-4.65
-2.25	-11.67	-3.03	-11.67	-11.67
-3.305	-13.305	-4.865	-12.335	-5.625
-3.15	-7.04	-2.12	-9.12	-8.12
-2.875	-7.835	-3.975	-11.935	-5.875
-3.445	-11.965	-3.035	-11.965	-6.755
-3.035	-12.775	-4.175	-12.775	-7.535
-2.31	-11.9	-3.78	-11.9	-11.9
-2.55	-12.26	-3.92	-12.26	-7.01
-2.71	-12.05	-1.83	-12.05	-12.05
-2.26	-11.89	-1.95	-11.89	-11.89
-2.37	-11.41	-2.28	-11.41	-11.41
-1.815	-12.095	-2.505	-12.095	-12.095
-0.68	-11.51	-2.23	-11.51	-11.51
-2.505	-6.905	-2.695	-11.015	-11.015
