-0.512924135	0.175621912	-0.015954444	-0.011380888	-0.169258073	-0.097152881	-0.215541989	-0.541043997	-0.110412456
-0.271800488	0.059443772	-0.081465736	-0.024763685	-0.283364058	-0.160164878	-0.034254625	-0.532526732	-0.083555035
-0.430817843	0.021833239	-0.194441468	-0.144215852	-0.326253861	-0.032750443	0.248896509	-0.610352397	-0.039869253
-0.399170309	0.005546175	-0.198638395	-0.132834509	-0.296320677	-0.016642226	0.407811016	-0.722483873	0.172742859
-0.454951942	-0.085503079	-0.094106115	-0.057935651	-0.201218545	0.022405891	0.490862936	-0.553241313	0.186683282
-0.343668371	-0.394587249	-0.025331145	0.305934042	-0.544535697	-0.04591322	0.2521061	-0.666051149	0.346854538
-0.213060737	-0.136537612	0.023295227	0.025747925	-0.271494389	0.027224533	0.181836426	-0.389963776	0.153409824
-0.183939129	-0.164620921	0.098439723	-0.017061377	-0.15945226	0.075277291	0.206690997	-0.228926241	0.235474274
-0.024734637	-0.568912208	0.132074848	0.33957386	-0.353676647	0.052438609	0.024155814	-0.364934504	0.207135603
-0.006925003	-0.196032524	0.12126115	0.044853099	-0.197009176	0.008548997	0.29840678	0.111288659	0.012620571
0.081432715	-0.113917969	0.212115154	0.000882436	-0.204683125	0.063781336	0.02990382	0.139484316	0.014547692
0.194535598	-0.348022401	0.060856268	0.265432298	-0.518440247	0.030410862	-0.157187745	-0.245739713	0.20079577
0.160040736	-0.069616191	0.212239474	-0.037417505	-0.253605962	0.010266254	0.000228565	0.156309366	-0.06944266
0.128517807	-0.052869227	0.094390288	-0.113031834	-0.203390524	-0.021416884	0.034694161	0.123745799	0.045007713
0.086101078	0.062552162	0.105957702	-0.066782527	-0.125622153	-0.095204465	0.134951398	0.108104609	0.021330174
0.029170416	0.077771731	-0.030775506	-0.180318371	-0.140750259	0.035963129	0.180308759	-0.037385624	0.009612039
-0.12800248	-0.091965854	-0.052678056	-0.068270788	-0.2734074	-0.0459693	0.109289967	-0.150941372	0.085934125
-0.104039677	-0.103918515	-0.076987535	-0.13855423	-0.339501262	-0.008430455	0.15244168	-0.304471999	-0.006030131
-0.036966384	-0.149094179	0.020542536	-0.0413111	-0.230945319	-0.008920857	0.175483063	-0.223952264	0.095669694
-0.15266642	-0.095333345	0.131149963	0.02711764	-0.175504819	0.038750611	0.105091617	-0.183666334	0.102531895
-0.096272968	-0.187510088	0.143036693	-0.005381426	-0.149193957	0.110388868	0.045228757	-0.117486484	0.105457917
-0.261353165	-0.138995066	0.187772006	-0.034201212	-0.113907337	0.022092328	0.043327332	0.027725289	0.109389298
-0.093947291	-0.138654634	0.089145593	0.007934231	-0.199147597	0.089802444	0.036733545	0.001641584	0.102668509
-0.045583267	-0.179852381	0.07928928	-0.017506484	-0.160895765	0.031695999	-0.029583141	0.052312732	0.064204268
-0.001789789	0.001459997	0.106742181	0	-0.183359906	-0.031223273	0.116131075	0.168860883	0.00988024
