-0.379649818	0.001864545	-0.144647807	-0.073868379	-0.192590416	-0.066861421	-0.534429967	-0.407303661	-0.134306282
-0.160738096	-0.180823237	-0.170142844	-0.006500748	-0.213103488	-0.265984446	-0.21923998	-0.353608608	-0.069634944
-0.170094043	0.080124863	-0.195194736	-0.128755003	-0.126411974	-0.263283908	0.105912752	-0.178140223	-0.126670823
-0.226679817	-0.164204568	-0.191981375	-0.155904427	-0.09333387	-0.038082931	0.051398058	-0.442403346	0.147164553
-0.233433381	-0.1258073	-0.259201735	-0.129241139	-0.15992254	-0.040320192	0.210511729	-0.503480732	0.145844713
-0.059263699	-0.712023854	0.027843444	0.241296172	-0.319839954	-0.205848619	0.068086669	-0.123716913	0.289188027
-0.061111152	-0.20950298	-0.032833323	-0.034141503	-0.171172932	0.007423653	-0.029433612	-0.298810363	0.149627209
-0.089196838	-0.160007283	-0.003631514	0.001463712	-0.188627973	-0.004561449	-0.011387398	-0.126844943	0.058985401
0.031856477	-0.677778542	0.140368164	0.224473581	-0.188332811	-0.030600844	-0.102880724	-0.139322773	0.174672708
0.139886856	-0.166886807	0.088407762	-0.029820604	-0.075916827	0.00465955	0.037807699	0.15880917	-0.017590659
0.182623237	-0.155706808	0.132792264	-0.004614503	-0.152614474	0.021974271	-0.145567358	0.189415529	-0.030959105
0.308827728	-0.348208606	0.253784835	0.191942945	-0.208909318	-0.021092819	-0.201199651	0.169584736	0.119454823
0.196523324	-0.015545561	0.059194475	-0.039895017	-0.145990729	-0.044067793	-0.001829014	0.379364967	0.074192189
0.242939636	0.069012612	0.031411566	-0.06767489	-0.108408056	-0.155376345	0.058011264	0.370487303	-0.129786
0.149665579	0.027943412	-0.134460822	-0.065784089	-0.072539926	-0.17958343	0.14350538	0.217427954	-0.109384656
0.027933605	0.145172745	-0.116968043	-0.082673587	-0.01503629	-0.146200329	0.18797718	0.261814863	-0.138213396
-0.004502489	0.023121247	-0.085238531	-0.07319352	-0.021240672	-0.244668827	0.26965487	0.103177391	-0.048715476
0.077541702	-0.066764444	-0.087053031	-0.042299621	-0.111730769	-0.184015915	0.121668018	-0.045301773	-0.080476031
-0.110322006	-0.16731137	-0.035009936	0.036473386	-0.111170329	-0.111502893	0.140277281	-0.105214231	0.046940152
-0.116608009	-0.179788858	-0.053194318	0.009270853	-0.144222379	-0.087571681	0.1220285	-0.051159013	0.06037407
-0.052066211	-0.177282989	-0.003041301	0.030674966	-0.066364005	-0.053383723	0.074948147	0.050649375	0.063083671
0.30599758	-0.176425844	-0.081684068	0.026674029	-0.139601752	0.008143518	0.111121737	0.0473135	-0.017176004
0.006845565	-0.224363968	0.039798539	0.051002335	-0.079529524	-0.027525626	0.009713912	0.16609779	0.021260522
0.108596847	-0.124963865	0.007657959	0.034713566	-0.086675137	-0.101216056	0.109904684	0.221197039	-0.044412252
0.137408093	-0.097809181	0.013325756	-0.021175653	-0.058078576	-0.09937232	0.065970607	0.248087317	-0.052196447
