G1	G4	+
G1	G5	+
G1	G6	-
G1	G7	-
G2	G1	+
G2	G3	+
G2	G4	+
G2	G5	+
G2	G6	-
G2	G8	-
G3	G5	-
G3	G8	-
G4	G6	-
G4	G7	+
