G1	G4	1
G1	G5	1
G1	G6	1
G1	G7	1
G2	G1	1
G2	G3	1
G2	G4	1
G2	G5	1
G2	G6	1
G2	G8	1
G3	G5	1
G3	G8	1
G4	G6	1
G4	G7	1
