G1	G5	1
G1	G6	1
G1	G7	1
G1	G9	1
G2	G1	1
G2	G5	1
G2	G7	1
G3	G1	1
G3	G5	1
G3	G7	1
G3	G8	1
G4	G5	1
G5	G7	1
G5	G10	1
G6	G8	1
G7	G5	1
G10	G5	1
